tradeid|currency|measure|amount|productid
98|USD|DELTA|5797,76|196
45|ZAR|CURVATURE|19139,01|960
89|CAD|CURVATURE|9582,45|728
66|KOR|DELTA|18919,08|90
59|EUR|DELTA|15721,28|447
83|USD|DELTA|-9397,65|569
73|USD|DELTA|-9689,98|562
96|ZAR|DELTA|-5290,05|2
14|JPY|CURVATURE|3715,35|694
39|USD|DELTA|-3350,56|855
92|KOR|DELTA|19189,77|39
28|ZAR|DELTA|14731,79|852
12|EUR|DELTA|-6017,61|167
3|KOR|CURVATURE|3051,27|716
59|EUR|DELTA|-4852,98|532
80|ZAR|DELTA|8607,73|602
57|EUR|DELTA|10830,18|40
17|ZAR|DELTA|-5488,27|923
63|CHF|DELTA|18917,39|698
30|ZAR|DELTA|-1689,02|945
11|ZAR|DELTA|17616,93|653
32|CAD|DELTA|-3014,66|126
42|CHF|CURVATURE|803,30|120
85|JPY|DELTA|12149,09|698
20|CAD|CURVATURE|11005,39|362
13|GBP|CURVATURE|5735,33|443
58|CAD|DELTA|10931,91|818
20|ZAR|CURVATURE|-8222,67|907
16|JPY|DELTA|-6156,25|389
33|CAD|DELTA|3794,77|866
54|ZAR|DELTA|2221,70|395
13|EUR|DELTA|-6714,44|516
16|ZAR|DELTA|-6307,95|528
52|CAD|CURVATURE|7554,16|396
65|ZAR|DELTA|3559,72|544
27|ZAR|CURVATURE|17807,59|265
28|GBP|DELTA|-7598,62|367
76|ZAR|DELTA|-9553,24|188
97|EUR|DELTA|17674,25|682
66|JPY|CURVATURE|-1306,15|630
64|JPY|DELTA|-4770,33|8
66|USD|DELTA|2138,68|50
71|CHF|DELTA|14857,19|218
58|JPY|DELTA|11067,22|805
94|ZAR|CURVATURE|-4258,93|902
40|GBP|DELTA|19253,61|255
41|KOR|DELTA|48,15|799
56|ZAR|DELTA|5548,84|124
62|CAD|CURVATURE|-4812,42|525
31|USD|DELTA|4472,81|31
77|CAD|DELTA|6837,09|482
6|KOR|CURVATURE|1095,18|839
2|ZAR|CURVATURE|12209,87|67
80|JPY|CURVATURE|13848,75|24
89|USD|DELTA|7674,66|353
78|KOR|DELTA|2229,00|931
53|JPY|DELTA|10520,64|237
71|CAD|DELTA|17356,76|740
19|EUR|CURVATURE|4999,52|613
64|JPY|DELTA|-6523,37|374
81|EUR|DELTA|-1252,62|576
98|ZAR|DELTA|15081,57|226
5|USD|DELTA|-6900,82|484
16|GBP|DELTA|8540,38|396
36|EUR|CURVATURE|17812,77|349
66|JPY|DELTA|10996,66|230
78|CHF|DELTA|5315,82|596
35|EUR|DELTA|3639,53|377
84|KOR|DELTA|7119,34|218
82|CHF|DELTA|18042,04|724
66|CAD|DELTA|15691,15|712
38|GBP|DELTA|13544,83|346
65|USD|DELTA|1381,57|429
36|EUR|DELTA|-7858,15|901
18|EUR|DELTA|-1686,02|706
84|JPY|CURVATURE|15111,07|562
75|GBP|DELTA|15211,76|135
95|JPY|CURVATURE|18925,99|717
23|GBP|CURVATURE|11492,02|765
76|JPY|DELTA|-3421,35|247
19|CHF|CURVATURE|12517,76|826
14|ZAR|DELTA|15230,90|644
47|CAD|DELTA|-2586,13|626
75|JPY|DELTA|1569,92|358
59|GBP|DELTA|-7591,14|576
24|ZAR|DELTA|7952,08|518
63|CHF|DELTA|1199,92|548
6|CHF|DELTA|-5452,65|227
59|CAD|DELTA|12632,52|939
14|USD|DELTA|-4492,77|272
19|CAD|DELTA|-3839,17|361
80|KOR|DELTA|9530,15|996
50|USD|DELTA|5578,31|911
34|CHF|DELTA|12041,25|926
91|KOR|DELTA|4689,24|635
65|KOR|DELTA|6082,75|27
5|USD|CURVATURE|586,45|267
57|USD|DELTA|1565,26|371
22|JPY|DELTA|-3494,02|474
55|EUR|DELTA|5992,80|899
39|EUR|DELTA|-312,76|24
82|KOR|DELTA|-1530,18|400
22|EUR|DELTA|17963,77|940
97|KOR|DELTA|10648,06|169
75|EUR|CURVATURE|1973,51|462
17|CHF|DELTA|2287,99|927
89|KOR|CURVATURE|17781,78|411
37|USD|DELTA|12901,09|777
18|EUR|DELTA|4572,38|389
79|ZAR|DELTA|-1793,10|537
92|CAD|DELTA|-4058,26|453
84|CAD|DELTA|-1822,88|910
2|CAD|DELTA|15633,23|838
91|KOR|DELTA|637,12|341
72|EUR|DELTA|3521,09|935
74|KOR|CURVATURE|7735,11|126
66|USD|DELTA|-3112,14|440
98|GBP|DELTA|5147,26|591
78|JPY|DELTA|1971,18|186
9|USD|CURVATURE|2333,54|765
92|ZAR|DELTA|-9835,10|46
34|JPY|DELTA|-5743,61|694
31|ZAR|CURVATURE|768,46|939
29|GBP|DELTA|7081,95|42
18|CHF|DELTA|3754,01|33
99|ZAR|DELTA|-5049,48|19
62|CAD|DELTA|2474,05|733
76|EUR|DELTA|17975,87|657
10|CHF|DELTA|716,93|857
62|KOR|DELTA|-9650,71|392
33|ZAR|CURVATURE|4031,80|156
93|KOR|CURVATURE|7517,33|535
49|ZAR|CURVATURE|-7869,31|113
92|USD|DELTA|-5302,42|295
69|USD|DELTA|-7382,32|75
76|GBP|DELTA|-9085,41|998
92|ZAR|DELTA|-6175,07|286
54|JPY|CURVATURE|9791,98|516
87|USD|DELTA|3523,04|533
5|EUR|DELTA|5634,45|767
67|EUR|DELTA|-4561,51|898
52|ZAR|CURVATURE|-7924,75|481
4|CHF|DELTA|6411,74|531
56|ZAR|DELTA|15546,86|249
29|CHF|DELTA|5571,98|489
11|CAD|DELTA|-7057,61|543
38|USD|DELTA|4836,15|303
71|GBP|DELTA|-3443,79|878
88|KOR|CURVATURE|6451,41|178
78|GBP|DELTA|-9699,96|286
17|KOR|DELTA|-7870,61|10
48|CAD|CURVATURE|13455,16|753
71|JPY|DELTA|-4155,57|158
6|CAD|DELTA|7106,39|251
83|CAD|DELTA|4711,02|4
27|USD|CURVATURE|7766,57|346
28|CAD|DELTA|12984,16|533
59|JPY|DELTA|12491,98|609
6|CAD|DELTA|-8549,01|929
73|ZAR|DELTA|3555,41|908
41|EUR|DELTA|8956,75|358
85|JPY|DELTA|-6877,95|954
28|JPY|DELTA|5031,51|972
80|GBP|DELTA|-7402,84|37
49|KOR|DELTA|-9602,14|599
72|ZAR|DELTA|16709,52|806
32|KOR|DELTA|18228,69|484
1|USD|DELTA|11880,93|964
62|EUR|DELTA|-1581,21|24
81|GBP|DELTA|6022,83|419
48|GBP|DELTA|4706,28|93
33|GBP|DELTA|15204,82|392
40|JPY|DELTA|2447,34|657
35|USD|DELTA|-9643,72|157
91|CAD|DELTA|270,50|120
49|EUR|DELTA|-3412,25|2
29|CAD|CURVATURE|11119,03|565
43|ZAR|CURVATURE|-7759,28|75
55|EUR|CURVATURE|6580,68|802
67|USD|CURVATURE|-3623,63|402
18|CHF|DELTA|-506,45|181
91|EUR|DELTA|-9829,21|284
90|KOR|CURVATURE|5042,15|392
56|GBP|DELTA|-8732,43|893
2|CHF|DELTA|-6302,98|294
2|GBP|DELTA|13310,23|384
72|ZAR|DELTA|-5971,75|636
52|CHF|DELTA|6996,14|321
72|USD|DELTA|-9395,45|131
99|JPY|DELTA|-8490,03|505
86|USD|CURVATURE|17685,35|577
42|CAD|CURVATURE|17154,09|306
65|EUR|DELTA|-8621,26|623
27|GBP|DELTA|3534,16|489
56|KOR|DELTA|19370,19|824
95|GBP|DELTA|3512,57|270
8|GBP|DELTA|13568,44|115
54|CHF|DELTA|18137,42|360
34|EUR|DELTA|17250,60|699
56|CHF|DELTA|12308,70|27
12|CAD|DELTA|17048,06|251
48|ZAR|DELTA|16572,10|486
53|EUR|CURVATURE|13771,30|712
44|CHF|DELTA|7239,54|178
37|JPY|DELTA|-5658,21|710
45|EUR|DELTA|11227,39|793
14|GBP|DELTA|-5456,70|848
80|KOR|DELTA|3371,50|176
34|JPY|CURVATURE|15827,86|788
31|GBP|DELTA|3412,64|954
32|EUR|DELTA|15760,77|28
29|KOR|DELTA|-3171,48|724
46|EUR|DELTA|14956,86|565
63|CAD|DELTA|13795,40|742
41|EUR|DELTA|12481,40|957
23|KOR|CURVATURE|2963,55|113
25|ZAR|CURVATURE|-2055,72|529
40|CAD|DELTA|1690,10|602
73|CHF|DELTA|-6973,68|255
84|ZAR|DELTA|-9252,56|210
22|GBP|CURVATURE|16411,13|84
85|KOR|DELTA|-5733,60|110
98|GBP|DELTA|-2636,92|414
28|KOR|DELTA|-6673,69|68
32|USD|DELTA|147,45|321
37|KOR|DELTA|3806,87|123
83|CAD|CURVATURE|-369,97|649
3|USD|DELTA|-5897,82|534
14|KOR|DELTA|10562,63|788
99|GBP|DELTA|-9608,52|365
17|GBP|CURVATURE|6942,92|160
85|GBP|DELTA|4284,23|820
15|CHF|DELTA|-6537,85|760
82|CAD|CURVATURE|8822,23|660
64|USD|DELTA|8294,45|643
86|GBP|DELTA|1636,66|706
85|KOR|DELTA|-7445,64|696
60|CHF|DELTA|2224,00|255
15|CHF|DELTA|18714,96|171
23|GBP|DELTA|1116,34|958
93|KOR|DELTA|12541,95|138
48|ZAR|DELTA|-9431,48|459
66|ZAR|DELTA|-5092,73|686
35|USD|CURVATURE|16247,51|556
60|KOR|DELTA|12791,40|282
85|ZAR|DELTA|366,12|374
63|ZAR|DELTA|-698,84|458
98|JPY|DELTA|-4577,15|532
89|EUR|DELTA|9400,07|876
54|GBP|DELTA|1955,77|590
2|KOR|CURVATURE|19893,05|763
61|JPY|DELTA|19849,10|587
72|CAD|DELTA|4993,97|860
27|GBP|DELTA|3196,67|567
35|JPY|CURVATURE|3343,53|995
41|CAD|DELTA|19572,74|139
3|JPY|DELTA|-8209,38|388
87|KOR|DELTA|12925,51|851
95|JPY|DELTA|-1399,45|133
19|EUR|DELTA|-9074,94|131
79|ZAR|CURVATURE|-5649,89|480
75|CHF|CURVATURE|4291,21|422
64|EUR|DELTA|-2201,39|210
8|EUR|DELTA|2818,13|759
73|USD|DELTA|-5986,55|574
73|CHF|DELTA|17014,89|213
91|GBP|DELTA|353,83|42
8|USD|DELTA|10602,12|240
95|KOR|DELTA|-2708,83|646
99|ZAR|DELTA|18745,41|316
18|EUR|DELTA|15032,55|919
36|CHF|DELTA|14661,55|876
20|ZAR|DELTA|5416,20|428
93|JPY|DELTA|18991,94|413
64|USD|DELTA|3315,92|437
62|EUR|DELTA|-3417,84|990
58|CHF|DELTA|11913,72|470
6|ZAR|DELTA|14612,43|782
49|CAD|DELTA|15615,26|891
28|EUR|CURVATURE|-1438,14|692
54|CHF|CURVATURE|19366,93|433
91|CHF|DELTA|3522,93|578
82|USD|DELTA|19813,14|952
61|JPY|DELTA|-8231,39|120
26|ZAR|DELTA|-4428,76|62
81|CHF|DELTA|13165,46|161
2|JPY|DELTA|19212,16|386
99|USD|DELTA|16564,94|478
6|CHF|DELTA|12970,72|722
81|CHF|DELTA|-7667,24|970
28|JPY|DELTA|14268,81|679
6|CAD|CURVATURE|-8077,15|174
76|JPY|DELTA|3659,06|260
66|CAD|DELTA|19196,28|782
69|JPY|CURVATURE|19471,82|344
58|EUR|CURVATURE|-7055,05|379
29|CAD|DELTA|5303,79|207
77|CHF|CURVATURE|4819,38|235
74|CHF|DELTA|3394,53|498
49|KOR|DELTA|14186,78|599
58|JPY|DELTA|11115,94|21
40|CAD|DELTA|-9939,32|179
39|USD|DELTA|16308,12|119
10|CHF|DELTA|-7557,87|207
53|ZAR|DELTA|19438,49|133
4|ZAR|CURVATURE|14583,05|750
83|CHF|DELTA|15787,67|981
85|USD|DELTA|5807,44|436
97|GBP|CURVATURE|-4334,14|64
47|USD|DELTA|-318,13|46
60|CAD|CURVATURE|-3524,89|876
8|CHF|DELTA|6183,19|28
4|GBP|DELTA|-8967,41|760
28|ZAR|CURVATURE|1831,55|952
50|ZAR|CURVATURE|15583,39|158
19|EUR|DELTA|9899,52|568
86|KOR|DELTA|-676,79|586
79|KOR|DELTA|11222,65|956
36|JPY|CURVATURE|833,32|83
89|JPY|DELTA|-4130,00|596
16|ZAR|DELTA|3756,37|140
72|GBP|DELTA|-877,92|750
26|KOR|DELTA|-7690,30|626
82|ZAR|CURVATURE|-7418,16|668
91|EUR|DELTA|12185,08|141
96|GBP|DELTA|-362,66|58
13|USD|DELTA|4205,64|708
64|CAD|DELTA|-5677,25|941
99|KOR|DELTA|9330,93|178
56|EUR|DELTA|5400,95|375
98|CHF|DELTA|6593,88|817
71|CAD|CURVATURE|3323,61|297
51|CAD|DELTA|10033,97|11
53|CHF|DELTA|2814,45|246
28|CAD|DELTA|1221,46|42
48|KOR|CURVATURE|7963,38|637
52|CAD|DELTA|-2548,91|459
88|KOR|DELTA|10801,94|309
99|ZAR|CURVATURE|18868,88|409
7|CHF|CURVATURE|-2163,49|817
64|CHF|DELTA|4774,28|651
53|USD|DELTA|17520,95|546
26|CHF|DELTA|9047,39|271
66|USD|DELTA|14325,27|586
5|GBP|CURVATURE|-1633,55|525
21|GBP|DELTA|-7835,74|122
73|KOR|DELTA|-4272,04|162
58|USD|DELTA|10348,48|44
91|EUR|DELTA|4226,20|50
72|JPY|DELTA|-6140,87|696
64|ZAR|DELTA|5402,93|213
53|CHF|DELTA|-4824,93|341
57|CAD|DELTA|-1606,12|573
22|ZAR|CURVATURE|16731,01|361
23|CHF|DELTA|16076,11|708
71|EUR|DELTA|19595,12|816
9|CAD|DELTA|-4699,73|62
92|EUR|DELTA|9446,94|174
75|EUR|DELTA|7759,77|843
32|EUR|DELTA|13332,74|279
41|KOR|DELTA|6135,03|774
30|JPY|DELTA|-1010,83|828
31|ZAR|CURVATURE|16726,68|48
97|GBP|CURVATURE|364,74|918
81|CHF|DELTA|12076,12|76
60|EUR|DELTA|-7967,16|139
32|KOR|DELTA|-2877,16|522
63|CHF|DELTA|18775,50|183
15|ZAR|DELTA|4672,20|675
4|ZAR|DELTA|13111,97|886
6|EUR|DELTA|-5408,43|780
8|ZAR|DELTA|-67,11|11
68|KOR|CURVATURE|-2191,10|578
51|CAD|DELTA|16755,98|55
60|KOR|DELTA|-2708,21|48
72|CHF|DELTA|7111,98|10
73|EUR|DELTA|12516,08|388
77|USD|DELTA|964,68|629
7|JPY|DELTA|-9886,41|345
47|CHF|DELTA|-3777,62|509
61|JPY|DELTA|17386,61|456
2|USD|DELTA|-8237,30|949
79|CHF|DELTA|-1998,73|955
4|CAD|DELTA|-8987,93|928
35|GBP|DELTA|3578,70|520
74|EUR|DELTA|3134,59|53
46|KOR|DELTA|-5910,77|774
61|USD|CURVATURE|-7975,34|592
19|JPY|DELTA|4262,10|115
57|EUR|DELTA|13390,36|580
68|CHF|DELTA|17838,35|683
72|CAD|DELTA|2678,87|894
31|EUR|DELTA|13945,15|64
63|ZAR|DELTA|7946,30|578
79|CAD|CURVATURE|17530,41|752
90|CHF|DELTA|-2881,39|747
51|KOR|DELTA|3382,81|741
27|CAD|CURVATURE|9629,29|969
88|JPY|DELTA|10335,70|511
2|CHF|CURVATURE|-7051,76|337
16|ZAR|CURVATURE|-9282,62|685
35|CAD|CURVATURE|-9076,84|543
22|EUR|DELTA|1713,62|973
31|KOR|DELTA|7622,54|540
63|EUR|CURVATURE|19142,04|305
46|USD|CURVATURE|-1926,10|66
14|ZAR|DELTA|14138,79|415
63|CHF|DELTA|10102,24|751
75|KOR|CURVATURE|-4296,35|139
45|GBP|DELTA|4655,79|519
62|CAD|DELTA|3064,83|90
89|CAD|DELTA|9415,46|539
72|GBP|DELTA|-5125,11|115
5|USD|DELTA|12073,89|502
43|GBP|DELTA|-4354,35|238
61|CHF|DELTA|-1017,78|239
87|EUR|DELTA|4226,91|744
59|CAD|DELTA|6538,66|581
49|EUR|DELTA|15028,72|755
97|USD|DELTA|9963,42|557
49|CAD|DELTA|7922,50|32
79|CHF|DELTA|16296,46|710
98|EUR|DELTA|10017,60|804
43|CAD|DELTA|8487,46|311
78|CHF|DELTA|16825,74|155
72|JPY|DELTA|19335,65|883
85|GBP|DELTA|-3429,49|548
47|ZAR|DELTA|-9612,97|647
40|CHF|CURVATURE|-8212,00|644
68|JPY|DELTA|-9589,60|862
41|EUR|CURVATURE|-6040,57|889
99|EUR|DELTA|13045,45|495
77|CAD|DELTA|9121,11|851
12|CAD|DELTA|-2964,47|149
48|EUR|DELTA|-5540,95|774
81|EUR|DELTA|7105,97|520
90|USD|DELTA|14407,45|14
42|CHF|DELTA|7103,21|378
44|ZAR|CURVATURE|11167,33|189
6|EUR|DELTA|1139,66|551
49|EUR|DELTA|2622,49|86
43|GBP|DELTA|5958,29|948
12|KOR|DELTA|13979,30|436
33|KOR|DELTA|19896,42|322
64|USD|DELTA|19059,48|809
37|USD|DELTA|18141,88|7
13|CHF|DELTA|8843,20|661
19|CAD|DELTA|1480,68|343
66|CAD|DELTA|6746,72|228
19|CAD|DELTA|18573,25|884
67|CHF|DELTA|-9777,02|875
1|JPY|DELTA|-9302,51|926
23|CHF|DELTA|11936,78|910
59|CHF|DELTA|-311,45|688
47|USD|DELTA|11173,63|916
14|JPY|DELTA|-5093,23|668
63|JPY|CURVATURE|9823,12|715
59|KOR|DELTA|4989,91|18
34|CAD|DELTA|9605,58|874
23|CAD|DELTA|-4997,64|194
26|EUR|DELTA|7903,15|820
88|KOR|DELTA|5581,85|720
75|EUR|CURVATURE|3172,08|528
50|USD|DELTA|-2400,25|605
58|CHF|DELTA|-5641,79|72
51|GBP|DELTA|-5417,53|188
24|CAD|DELTA|8758,21|216
56|ZAR|DELTA|5170,34|847
51|GBP|CURVATURE|13459,26|467
78|KOR|DELTA|14794,77|929
8|JPY|DELTA|-4217,41|414
76|ZAR|DELTA|8702,09|163
53|GBP|CURVATURE|19333,52|692
97|JPY|DELTA|-2291,02|56
12|EUR|CURVATURE|15442,88|983
99|USD|DELTA|2495,53|913
60|CHF|DELTA|3440,86|217
17|USD|CURVATURE|6780,27|874
94|KOR|DELTA|-9356,42|687
25|CHF|CURVATURE|2921,15|294
42|EUR|DELTA|-190,07|367
59|EUR|DELTA|14985,96|6
96|JPY|DELTA|-6360,59|123
8|ZAR|DELTA|2368,15|886
42|KOR|DELTA|5472,63|199
71|EUR|DELTA|15915,27|285
79|JPY|DELTA|-9589,87|617
68|GBP|DELTA|6206,65|573
92|CAD|DELTA|-8388,07|728
70|JPY|CURVATURE|9079,55|259
88|USD|DELTA|12452,61|27
73|GBP|DELTA|4364,55|52
18|JPY|DELTA|-6298,77|255
41|EUR|DELTA|13754,17|250
87|ZAR|DELTA|-1966,89|591
14|JPY|DELTA|87,11|83
71|EUR|DELTA|-3634,67|107
18|KOR|DELTA|-8525,90|811
30|ZAR|DELTA|-4011,93|168
95|GBP|DELTA|6601,61|640
1|CHF|DELTA|-9169,04|108
5|EUR|CURVATURE|15302,67|877
88|EUR|DELTA|15893,71|238
66|KOR|DELTA|7751,26|321
40|GBP|DELTA|19661,75|468
18|KOR|DELTA|-5820,91|70
49|CAD|DELTA|-1155,01|43
52|KOR|DELTA|-8808,30|745
24|KOR|DELTA|4985,51|578
4|EUR|DELTA|3023,02|425
23|GBP|DELTA|3191,73|79
3|USD|DELTA|2460,51|163
32|ZAR|CURVATURE|12623,43|427
28|USD|CURVATURE|3835,26|278
3|USD|DELTA|9374,57|962
36|CAD|DELTA|5134,03|164
93|CAD|DELTA|5419,12|929
35|USD|CURVATURE|19781,41|129
81|KOR|CURVATURE|-2513,89|385
17|USD|DELTA|6378,14|198
88|CAD|DELTA|-5358,34|510
78|CHF|DELTA|3181,15|129
55|USD|DELTA|352,23|435
37|KOR|CURVATURE|18478,28|606
24|EUR|DELTA|-1399,28|674
17|ZAR|CURVATURE|9448,70|232
75|USD|DELTA|13786,10|106
36|USD|DELTA|5401,43|974
28|KOR|CURVATURE|2562,47|150
19|CHF|DELTA|2340,62|139
1|GBP|CURVATURE|-5787,62|181
67|JPY|DELTA|-903,41|936
65|GBP|DELTA|3694,44|423
65|GBP|DELTA|11365,14|935
40|ZAR|DELTA|2091,51|31
18|GBP|DELTA|3082,40|971
57|JPY|CURVATURE|-907,21|100
93|JPY|DELTA|9892,63|676
21|ZAR|CURVATURE|7493,80|43
73|ZAR|CURVATURE|-9100,33|376
30|EUR|DELTA|3959,88|615
97|ZAR|CURVATURE|2380,27|277
63|USD|DELTA|1780,57|574
84|CHF|DELTA|4223,38|323
55|USD|CURVATURE|700,70|239
17|JPY|DELTA|-8816,09|744
51|EUR|DELTA|16644,48|303
75|KOR|DELTA|19833,19|840
83|KOR|CURVATURE|18095,64|194
28|USD|DELTA|7678,79|162
19|EUR|DELTA|8743,65|825
43|GBP|DELTA|-3766,94|628
99|USD|DELTA|2783,14|968
92|USD|DELTA|18845,77|882
71|ZAR|DELTA|4833,97|187
22|CAD|DELTA|19490,09|842
40|CHF|CURVATURE|-6950,47|587
53|EUR|DELTA|-896,65|36
52|USD|CURVATURE|8661,51|760
99|JPY|DELTA|3829,22|366
99|KOR|DELTA|7374,44|658
12|USD|CURVATURE|17975,68|806
69|CHF|DELTA|6921,97|576
63|JPY|CURVATURE|5675,09|631
92|EUR|DELTA|7318,88|546
26|ZAR|DELTA|7185,31|950
58|USD|DELTA|7326,27|759
74|CHF|DELTA|173,85|740
62|JPY|CURVATURE|16169,26|845
12|KOR|DELTA|15944,80|634
33|ZAR|CURVATURE|17231,47|180
80|EUR|CURVATURE|16757,04|500
70|GBP|DELTA|-8735,63|699
57|USD|DELTA|10594,21|997
37|JPY|DELTA|16403,77|831
74|EUR|DELTA|5026,78|987
13|GBP|DELTA|9133,26|153
86|GBP|DELTA|14292,30|836
61|ZAR|CURVATURE|-7725,16|711
5|CHF|DELTA|4145,21|424
91|CHF|DELTA|8460,96|879
11|CAD|DELTA|14217,11|349
17|EUR|DELTA|-9464,37|173
73|USD|DELTA|18003,64|463
36|CAD|CURVATURE|-3525,03|121
90|JPY|DELTA|17667,32|248
15|JPY|DELTA|8081,43|814
34|CHF|DELTA|14725,44|475
59|USD|DELTA|19609,08|583
71|KOR|DELTA|14578,55|398
86|USD|DELTA|19179,40|973
2|EUR|DELTA|12524,15|44
16|CHF|CURVATURE|-747,64|424
49|ZAR|DELTA|12279,71|772
37|ZAR|DELTA|9274,97|785
34|USD|DELTA|-5407,96|672
18|CAD|DELTA|8029,82|114
9|USD|DELTA|8812,17|745
77|EUR|DELTA|4085,39|610
67|CHF|DELTA|13536,62|660
79|CHF|DELTA|1387,38|170
4|JPY|DELTA|-6179,69|636
20|KOR|CURVATURE|4549,38|325
55|USD|CURVATURE|-9088,57|198
77|JPY|DELTA|3267,36|273
57|CHF|DELTA|894,95|996
76|EUR|DELTA|10808,48|606
39|EUR|DELTA|19604,69|994
88|JPY|DELTA|13362,17|234
23|USD|DELTA|2311,77|302
88|CAD|DELTA|10691,25|880
32|CAD|DELTA|6253,36|162
58|CAD|DELTA|-3177,86|651
84|EUR|CURVATURE|-3645,15|634
74|JPY|DELTA|153,45|30
71|KOR|CURVATURE|17442,11|661
28|USD|DELTA|5370,06|848
74|GBP|DELTA|8850,89|412
42|KOR|DELTA|14797,56|315
25|USD|CURVATURE|-2774,14|330
16|GBP|DELTA|-8461,82|874
38|GBP|DELTA|14163,04|438
70|USD|DELTA|-7047,82|200
56|CAD|DELTA|14481,68|407
76|ZAR|DELTA|15195,10|900
42|GBP|DELTA|16703,34|370
67|JPY|DELTA|-8163,00|939
38|EUR|DELTA|6749,56|499
61|CAD|DELTA|13668,12|374
63|CAD|DELTA|2021,38|190
92|ZAR|CURVATURE|19071,20|855
21|GBP|CURVATURE|-7435,93|142
69|KOR|CURVATURE|-6406,63|631
16|KOR|DELTA|-3288,26|427
1|EUR|CURVATURE|-7796,64|172
10|EUR|DELTA|6807,55|445
76|GBP|DELTA|14139,15|516
53|CHF|DELTA|-1243,67|669
3|USD|DELTA|19048,03|190
16|GBP|DELTA|-6667,31|843
84|KOR|DELTA|7449,51|717
9|GBP|DELTA|4478,04|382
33|KOR|CURVATURE|-8590,56|344
61|GBP|DELTA|-3993,34|610
86|ZAR|DELTA|13043,54|178
73|CHF|CURVATURE|-4969,94|154
93|CHF|DELTA|-5745,22|374
54|ZAR|DELTA|13420,34|641
14|CHF|CURVATURE|18482,06|921
60|CHF|DELTA|-5718,85|264
54|JPY|DELTA|11569,91|433
60|KOR|DELTA|3786,06|969
45|CHF|DELTA|8877,11|89
53|ZAR|DELTA|1079,76|928
6|ZAR|DELTA|18987,32|487
13|CAD|DELTA|-4986,33|627
96|CHF|DELTA|-7229,17|777
48|EUR|DELTA|-7809,30|603
2|JPY|CURVATURE|11821,47|716
22|CHF|DELTA|-9390,92|739
45|GBP|CURVATURE|-8451,09|539
61|GBP|DELTA|-2303,88|544
7|ZAR|DELTA|5378,65|983
85|KOR|DELTA|-5118,52|200
26|JPY|DELTA|-6120,04|20
9|JPY|DELTA|8337,91|163
52|USD|DELTA|12328,94|646
65|JPY|DELTA|974,35|865
62|CHF|DELTA|15685,94|267
90|ZAR|DELTA|-5848,14|797
29|EUR|DELTA|19534,72|92
56|GBP|DELTA|-7547,41|982
70|GBP|DELTA|9849,89|705
29|ZAR|CURVATURE|5804,51|237
64|GBP|DELTA|-5974,47|443
84|EUR|DELTA|3582,00|453
80|GBP|DELTA|-1744,16|618
23|ZAR|DELTA|4291,28|684
45|ZAR|DELTA|4791,28|795
43|ZAR|DELTA|5029,41|631
51|CHF|DELTA|-8168,09|249
79|JPY|DELTA|11090,67|884
76|CHF|CURVATURE|-6264,20|187
21|ZAR|DELTA|490,99|578
74|USD|DELTA|-7968,49|316
57|EUR|CURVATURE|-508,28|819
21|CAD|CURVATURE|-4509,90|292
14|KOR|DELTA|15722,99|62
70|GBP|DELTA|19638,46|806
86|GBP|DELTA|8622,81|706
5|JPY|DELTA|11829,77|424
27|CAD|DELTA|4603,48|148
41|CAD|CURVATURE|13920,63|398
9|ZAR|DELTA|-5292,02|37
99|GBP|DELTA|-7826,94|66
91|USD|DELTA|7195,65|923
3|ZAR|DELTA|6982,89|744
72|EUR|DELTA|19262,23|30
6|ZAR|DELTA|17056,59|556
65|CAD|DELTA|2312,11|734
97|EUR|DELTA|14683,85|188
18|JPY|DELTA|11310,51|189
87|CAD|DELTA|-3407,49|976
87|CHF|CURVATURE|11796,98|343
65|CHF|DELTA|16681,91|119
1|ZAR|DELTA|-9724,36|621
84|CHF|CURVATURE|10706,25|540
96|JPY|DELTA|-4353,75|565
97|CHF|DELTA|14064,97|354
38|EUR|DELTA|-2071,64|363
45|KOR|DELTA|-7563,64|999
25|ZAR|DELTA|6179,26|265
48|CHF|DELTA|13594,28|399
19|USD|DELTA|1728,30|281
77|USD|DELTA|-252,38|649
23|ZAR|DELTA|15753,02|90
38|CHF|CURVATURE|12856,46|398
74|USD|DELTA|8007,83|4
15|USD|DELTA|-4833,65|532
65|GBP|DELTA|-4021,87|913
67|CAD|DELTA|-9430,87|877
80|JPY|DELTA|11760,92|938
33|JPY|DELTA|6091,51|346
11|KOR|DELTA|7049,17|801
41|KOR|DELTA|-9076,06|166
93|CHF|DELTA|10297,81|696
28|CAD|DELTA|1867,84|379
34|USD|DELTA|13644,53|204
56|CHF|DELTA|177,37|473
74|GBP|CURVATURE|-9288,90|106
74|KOR|DELTA|6626,93|496
12|USD|DELTA|-1120,45|237
44|KOR|DELTA|7712,89|189
43|KOR|DELTA|5972,60|580
80|GBP|CURVATURE|9509,76|845
96|CAD|DELTA|13,88|127
40|CAD|DELTA|-7500,38|894
16|JPY|DELTA|11540,33|813
4|CAD|CURVATURE|6179,16|485
36|JPY|CURVATURE|-981,62|334
35|ZAR|DELTA|9261,11|962
31|ZAR|DELTA|-6396,66|634
69|EUR|CURVATURE|7512,88|555
52|KOR|DELTA|-2301,73|433
32|GBP|DELTA|-3255,95|361
73|USD|DELTA|-8472,47|381
3|KOR|DELTA|3038,04|974
66|CHF|CURVATURE|10849,00|565
